"OCC_CODE","cognitive_abilities","physical_abilities","psychomotor_abilities","sensory_abilities","assisting_and_caring","cramped_work_space","fine_arts","finger_dexterity","manual_dexterity","Negotiation","Originality","Persuasion","social_perceptiveness"
"11-1011",3.24286486486487,0.0138888888888889,0.456,1.83708333333333,2.275,1.415,0.915,2,0,3.935,4.125,4.44,3.935
"11-1021",3.02648648648649,1.02666666666667,1.137,1.92833333333333,2.95,1.53,0.47,1.38,0.75,3.62,3.38,3.5,4
"11-2011",2.79902702702703,0.0977777777777778,0.287,1.78083333333333,2,1.38,2.3,1.12,0.38,3.75,3.88,3.88,4
"11-2021",2.88275675675676,0.125555555555556,0.212,1.7925,2.21,1.2,1.32,1.25,0,3.88,4,4.38,4
"11-2022",2.95881081081081,0.153333333333333,0.523,1.8125,2.61,1.39,0.61,1.25,0.62,3.88,3.88,4.38,4.12
"11-2031",2.84048648648649,0.124444444444444,0.224,1.75166666666667,2.89,1.07,2.27,1.62,0,3.62,4,4,4.25
"11-3011",2.89054054054054,0.693333333333333,1.125,2.0075,3.48,1.52,0.21,2.12,1.62,3.25,3.12,3.12,3.75
"11-3021",3.00010810810811,0.18,1.051,1.69833333333333,2.34,1.57,0.74,2,2,3.25,3.5,3.5,3.75
"11-3031",2.83691891891892,0.0211111111111111,0.2565,1.60416666666667,2.345,1.15,0.32,2.06,0.19,3.375,3.565,3.875,3.81
"11-3051",3.36672972972973,0.928148148148148,1.89616666666667,2.23263888888889,3.18,2,0.0716666666666667,2.54166666666667,2.20666666666667,3.395,3.46,3.46,3.70666666666667
"11-3061",2.93237837837838,0.0833333333333333,0.112,1.70833333333333,2.71,1.14,0.38,1,0,3.88,3.75,3.88,4
"11-3071",3.14574774774775,0.513333333333333,0.88,1.83722222222222,3.25333333333333,1.49666666666667,0.43,1.75,1.12666666666667,3.58333333333333,3.33333333333333,3.58333333333333,3.66666666666667
"11-3111",2.64113513513514,0.125555555555556,0.263,1.355,3.24,1,0,1.12,0.38,3.12,3.12,3.25,3.62
"11-3121",3.00864864864865,0.153333333333333,0.389,1.72833333333333,3.92,1.08,0.29,1.88,0.38,4,3.88,4,4
"11-3131",2.98697297297297,0.138888888888889,0.4,1.91666666666667,3.04,1.26,0.44,1.5,0.75,3.25,4,3.88,4
"11-9013",3.23228828828829,1.54222222222222,2.25166666666667,2.31027777777778,2.86666666666667,2.24666666666667,0.22,2.79333333333333,2.75333333333333,3.37333333333333,3.33666666666667,3.37333333333333,3.37666666666667
"11-9021",3.24351351351351,0.458888888888889,0.913,2.3325,2.36,1.84,0.28,2.25,0.25,4,3.5,3.88,3.88
"11-9031",2.99351351351351,0.956666666666667,0.676,1.73,4.33,1.15,2.26,1.75,1,3.62,3.5,3.5,3.88
"11-9032",3.20005405405405,0.817777777777778,0.438,1.80166666666667,4.38,1.24,1.96,1.38,0.12,3.88,4,4,4.25
"11-9033",2.93778378378378,0.111111111111111,0.124,1.61416666666667,2.86,1.01,0.96,1.12,0,3.75,4,3.75,4
"11-9039",2.91064864864865,1.27833333333333,1.005,1.75,3.32,1.325,1.02,2.06,1.375,3.5,3.685,3.685,3.75
"11-9041",3.20948648648649,0.485555555555556,1.3185,2.04125,2.355,1.62,0.405,2.75,2.06,3.69,4.12,3.63,3.435
"11-9051",2.77145945945946,1.58222222222222,1.789,1.70666666666667,2.8,2.14,0.43,2.88,2.88,3.5,3,3.12,3.75
"11-9061",2.88497297297297,0.985555555555556,1.464,2.18666666666667,5.45,1.21,0.27,2.38,1.88,3.38,2.62,3.62,3.62
"11-9071",2.98524324324324,1.05555555555556,0.749,2.105,2.88,1.49,0.44,2.12,1,3.5,3,3.75,3.75
"11-9081",3.03664864864865,1.23888888888889,1.562,2.12583333333333,4.25,1.19,1.02,1.88,1.75,4,3.62,4,3.88
"11-9111",3.00691891891892,0.194444444444444,0.438,1.80333333333333,3.04,1.35,0.19,1.38,0.75,3.38,3.5,3.5,4
"11-9121",3.08491891891892,0.0785185185185185,0.366666666666667,1.83722222222222,3.16333333333333,1.48,0.126666666666667,2.29333333333333,0,3.29,3.62666666666667,3.5,3.75333333333333
"11-9131",2.97145945945946,0.875555555555556,0.664,1.7175,2.82,1.25,0.15,1.62,0,3.25,3,3.5,3.5
"11-9141",2.89513513513514,0.0977777777777778,0.387,1.7075,2.85,1.5,0.04,1.25,0.12,3.75,3,3.5,3.38
"11-9151",2.98518918918919,0.264444444444444,0.637,1.84333333333333,4.7,1.09,0.79,1.88,0.62,3.75,3.75,3.75,4.62
"11-9161",3.35151351351351,0.375555555555556,1.275,2.1475,4.12,1.6,0.48,1.12,0.88,3.5,3.88,3.88,3.88
"11-9199",3.05651651651652,0.599259259259259,0.773,1.89814814814815,2.76444444444444,1.61,0.21,1.64111111111111,0.751111111111111,3.45666666666667,3.40222222222222,3.62333333333333,3.65333333333333
"13-1011",2.60016216216216,0.111111111111111,0.601,1.65916666666667,3.33,1.01,3.75,1.88,1,4,3.25,4.12,3.25
"13-1021",2.86578378378378,0.68,0.776,1.79083333333333,2.29,1.25,0.39,2,1.38,3.62,3,3.75,3.12
"13-1022",2.64281081081081,0.681111111111111,0.75,1.635,2.8,1.6,0.03,2,1.5,4,3.12,4,3.5
"13-1023",2.8612972972973,0.0966666666666667,0.175,1.3875,2.65,1.09,0.32,0.75,0.38,4,3,4,3.5
"13-1031",2.64551351351351,0.0972222222222222,0.5745,1.72416666666667,2.63,1.265,0.225,2.065,1.12,3.685,2.5,3.19,3.19
"13-1032",2.65259459459459,0.626666666666667,1.064,2.125,3.24,2.62,0,1.5,1.38,2.88,2.62,2.88,3
"13-1041",2.92088288288288,0.900555555555556,1.27466666666667,2.29708333333333,2.485,2.00666666666667,0.28,2.27,1.415,3.16666666666667,3.105,3.415,3.64333333333333
"13-1051",2.86302702702703,0.152222222222222,0.25,1.60416666666667,1.43,1.59,0.29,1.25,0.25,3.38,3,3.75,3
"13-1071",2.48989189189189,0.166666666666667,0.314,1.39666666666667,3.66,1.14,0.02,1.38,0.5,3,3.12,3,3.88
"13-1074",2.38189189189189,1.42888888888889,2.189,2.2175,2.8,1.2,0.38,1.5,2.5,3,2,2.88,3
"13-1075",2.83145945945946,0.18,0.112,1.55166666666667,2.9,1.3,0.55,0,0,4.25,3.75,4.25,3.88
"13-1081",3.0676036036036,0.101851851851852,0.432666666666667,1.74666666666667,1.95,1.60666666666667,0.38,2.25,0.58,3.04,3.92,3.29,3.33333333333333
"13-1111",3.02335135135135,0.111111111111111,0.187,1.36416666666667,3.04,1.36,0.68,1.12,0,3,3.5,3.5,3.75
"13-1121",3.04713513513514,1.31888888888889,1.174,1.87333333333333,3.86,1.52,2.2,2,2,3.62,3.62,3.5,3.75
"13-1131",2.67897297297297,0.0277777777777778,0.536,1.67833333333333,2.84,1.19,0.66,2.25,0.12,3.62,3.5,4.38,4
"13-1141",2.662,0.111111111111111,0.313,1.53,2.04,1.17,0.83,1.5,0.5,3.12,3.25,3.5,3.75
"13-1151",2.82740540540541,0.208888888888889,0.296,1.80166666666667,2.69,1.17,1,2.12,0.12,3.38,3.88,3.25,4.12
"13-1161",2.83513513513514,0.124444444444444,0.237,1.65583333333333,1.22,1.22,0.68,1.75,0.12,2.75,3.38,3.25,3.38
"13-1199",2.84833333333333,0.351481481481482,0.612833333333333,1.81055555555556,2.15,1.705,0.476666666666667,1.85333333333333,0.561666666666667,3.06,3.29333333333333,3.27,3.18833333333333
"13-2011",2.68975675675676,0.0833333333333333,0.275,1.5825,2.485,1.205,0.095,1.435,0.19,3.065,3.19,3.31,3.125
"13-2021",2.61202702702703,0.541666666666667,1.1125,1.96333333333333,2.1,1.605,0.275,1.94,1.25,2.69,2.75,2.75,2.935
"13-2031",2.49281081081081,0.0966666666666667,0.124,1.5,1.99,1.11,0.07,1.12,0,2.75,2.88,2.88,3
"13-2041",2.40097297297297,0.0133333333333333,0.599,1.72,1.6,1,0.23,2.5,1.12,3.12,2.75,3.12,2.75
"13-2051",2.57978378378378,0.138888888888889,0.2,1.41666666666667,0.66,1.11,0.17,1.38,0,2.38,3.12,3.25,2.88
"13-2052",2.74789189189189,0.0277777777777778,0.2,1.45833333333333,3.29,1,0.5,1.88,0,2.88,3,3.62,3.38
"13-2053",2.37681081081081,0.0966666666666667,0.45,1.39583333333333,1.23,1,0.27,1.62,0.75,2.88,2.75,2.75,3
"13-2061",2.70502702702703,0.0133333333333333,0.175,1.68666666666667,1.8,1.4,0,1.75,0,3.25,3.5,3.38,3.75
"13-2071",2.37654054054054,0.103888888888889,0.3375,1.42208333333333,2.615,1.045,0.095,1.625,0.25,3.185,3.125,3.31,3.56
"13-2072",2.44075675675676,0.0277777777777778,0.4,1.35416666666667,2.33,1.01,0.13,1.75,0.62,3.12,2.12,3.12,3
"13-2081",2.57027027027027,0.0555555555555556,0.524,1.58333333333333,2.31,1.59,0.23,2.12,1,3,2.75,3.12,3
"13-2082",2.3732972972973,0,0.563,1.3325,2.05,1.2,0.45,2.38,1,2.5,2.62,2.75,2.88
"13-2099",2.8243963963964,0.106296296296296,0.358666666666667,1.62944444444444,1.88666666666667,1.35,0.343333333333333,1.29333333333333,0.416666666666667,3.08333333333333,3.33333333333333,3.42,3.16666666666667
"15-1111",3.01572972972973,0.153333333333333,0.937,1.5625,2.3,1.57,0.7,2.88,1.62,2.62,4.38,3.5,3.12
"15-1121",2.92943243243243,0.111111111111111,0.806,1.79166666666667,2.675,1.5,0.145,2.625,1.5,2.935,3.815,3.25,3.25
"15-1122",2.75735135135135,0.263333333333333,0.749,1.5525,1.12,1.63,0.04,2.12,1.62,2.75,3.25,2.88,2.75
"15-1131",2.58848648648649,0.125555555555556,0.574,1.47916666666667,1.86,1.05,1.37,1.88,1,2.12,3.25,2.75,3
"15-1132",2.62248648648649,0.0966666666666667,0.851,1.63583333333333,1.98,1.2,0.01,2.75,1.75,2.75,3.88,3,3
"15-1133",2.46437837837838,0.0133333333333333,0.586,1.46833333333333,1.57,1.23,0.4,2.12,1.25,2.25,3.5,2.75,2.88
"15-1134",2.58124324324324,0.166666666666667,0.962,1.645,1.33,1.17,1.83,3,2,2.75,3.62,3.12,2.75
"15-1141",2.77356756756757,0.125555555555556,0.837,1.69916666666667,2.24,1.49,0,2.5,1.38,2.38,3.75,2.75,3
"15-1142",2.86994594594595,0.362222222222222,1.663,1.86333333333333,2.6,2.04,0.16,2.75,2.12,2.88,3.62,3,3
"15-1143",3.03583783783784,0.854444444444444,1.1935,1.89583333333333,2.025,2.21,0.02,2.56,2.185,2.94,3.375,3.13,3.125
"15-1151",2.56545945945946,1.09666666666667,1.651,1.62416666666667,2.33,2.11,0.03,3.12,2.5,2.5,3,2.5,2.75
"15-1152",2.72740540540541,0.32,1.237,1.7825,2.1,2.92,0.09,2.88,2.25,2,3.12,2.62,2.88
"15-1199",2.76753603603604,0.124722222222222,0.6565,1.61375,1.73583333333333,1.2475,0.730833333333333,2.06166666666667,1.22,2.82166666666667,3.49,3.06166666666667,3.1675
"15-2011",2.76951351351351,0.0688888888888889,0.162,1.6775,1.16,1.06,0,1.25,0,3.12,3.5,3.62,2.88
"15-2021",2.77064864864865,0.0277777777777778,0.212,1.28083333333333,1.75,1.17,0.33,2.12,0,2.25,5,2.88,2.62
"15-2031",2.74810810810811,0.124444444444444,0.125,1.29166666666667,1.4,1,0,1,0,2.62,4,2.88,3
"15-2041",2.6696036036036,0.185925925925926,0.441666666666667,1.46916666666667,1.64,1.11666666666667,0.103333333333333,2,0.42,2.33666666666667,3.67,2.75,3.16666666666667
"15-2091",2.09327380952381,0.622222222222222,1.06,1.08333333333333,1.16,1,0,2,1,0.83,2.6,1.66,0.33
"17-1011",3.43794594594595,0.0277777777777778,1.013,2.2075,2.33,1.44,3.93,2.75,1.88,3.75,4.38,3.88,3.5
"17-1012",3.14459459459459,0.0411111111111111,0.95,1.82333333333333,2.21,1.14,3.18,2.38,1.62,3.25,3.88,3.5,3.62
"17-1021",2.64335135135135,0.305555555555556,1.162,1.85333333333333,1.89,1.45,0.01,2.88,2,2.12,3,2.12,2.88
"17-1022",3.30208108108108,1.465,2.1815,2.46333333333333,2.035,2.045,0.505,2.935,2.565,2.565,3,2.63,2.875
"17-2011",3.01886486486486,0.0688888888888889,0.225,1.9675,1.58,1.41,0.25,2,0,3,4.12,3.12,3.12
"17-2021",3.41043243243243,0.554444444444444,1.164,2.22916666666667,2.62,1.92,0.46,2.25,0.88,3,3.5,3.12,3.25
"17-2031",3.40983783783784,0.195555555555556,1.327,1.93666666666667,2.43,1.48,0.45,2.88,1.75,3,4.75,3.5,3.5
"17-2041",3.38297297297297,0.0977777777777778,0.737,2.07166666666667,1.86,1.81,0.19,1.88,0.12,3,4.12,3.12,3.12
"17-2051",3.31975675675676,0.0622222222222222,0.5745,2.03041666666667,2.42,1.705,0.395,2,0.565,3.185,3.94,3.565,3.315
"17-2061",2.88718918918919,0.0422222222222222,0.786,1.69666666666667,1.95,1.18,0.09,2.88,1.62,2.12,3.62,3.12,2.62
"17-2071",2.94610810810811,0.111111111111111,0.887,1.79083333333333,2.65,1.46,0.1,2.38,1.75,2.88,3.38,2.88,3.12
"17-2072",3.02702702702703,0.520555555555556,1.688,1.90083333333333,1.765,1.535,0.305,2.88,2.44,2.935,3.5,3.19,3.06
"17-2081",3.44402702702703,0.035,0.4315,1.96875,2.21,1.78,0.33,2.06,0,3.25,3.88,3.44,3.44
"17-2111",3.2974954954955,0.498518518518519,0.916,2.21138888888889,3.00666666666667,2.09333333333333,0.476666666666667,2.04,0.413333333333333,2.91666666666667,3.66666666666667,3.12333333333333,3.12666666666667
"17-2112",3.07110810810811,0.0972222222222222,0.995,1.9425,2.325,1.75,0.285,2.25,0.25,2.815,3.69,3.25,3.25
"17-2121",3.27316216216216,1.07611111111111,1.511,2.31375,1.95,2.91,0.185,2.31,1.56,3.125,4.06,3.315,3.12
"17-2131",3.24616216216216,0.0277777777777778,1.299,1.97083333333333,1.74,1.63,0.53,2.12,1.5,3,4.12,3.38,3.25
"17-2141",3.20376576576577,0.0555555555555556,1.459,2.19861111111111,2.19333333333333,1.67,0.156666666666667,2.54333333333333,1.66666666666667,2.87666666666667,4.08333333333333,3.29,2.96
"17-2151",3.24237837837838,0.138888888888889,0.488,2.0725,1.9,2.24,0,1.38,0,3.25,3.88,3.38,3.25
"17-2161",3.24118918918919,0.0833333333333333,0.687,1.94916666666667,1.7,1.78,0,1.25,1.12,3,3.62,3,3.38
"17-2171",3.04264864864865,0.0833333333333333,0.589,1.97916666666667,1.2,1.43,0.04,2.38,0.38,3.5,3.62,3.12,3.62
"17-2199",3.17200982800983,0.517575757575758,1.49918181818182,2.0075,2.18727272727273,1.86727272727273,0.187272727272727,2.52363636363636,1.75,2.92181818181818,3.97454545454545,3.12636363636364,3.19272727272727
"17-3011",2.67281081081081,0.166111111111111,1.0325,1.74333333333333,1.795,1.335,1.33,2.565,2,2.44,3.19,2.56,2.875
"17-3012",2.38764864864865,0.0411111111111111,0.8935,1.59458333333333,1.94,1.11,0.665,2.685,1.56,2.13,3,2.75,2.75
"17-3013",2.62124324324324,0.138888888888889,1.113,1.82333333333333,1.92,1.43,0.06,3.25,1.88,2.25,3.38,2.25,3
"17-3021",2.98945945945946,0.932222222222222,1.962,2.04166666666667,2.01,3.35,0,3,3,2.62,3,2.88,3
"17-3022",2.82210810810811,0.18,1.276,1.99,1.89,1.78,0.54,2.38,1.88,2.75,2.88,2.38,2.88
"17-3023",2.85789189189189,0.625,2.0865,1.92166666666667,2.575,2.255,0.065,3.25,3,2.565,3,2.685,2.685
"17-3024",2.97356756756757,1.62666666666667,3.056,2.53708333333333,1.88,2.955,0.205,4,3.75,2.125,2.875,2.435,2.935
"17-3025",2.95848648648649,1.58333333333333,2.388,2.3525,2.05,2.06,0.08,2.88,2.75,2.75,3,2.88,3
"17-3026",2.96967567567568,0.667777777777778,1.814,1.99916666666667,2.23,2.47,0.04,2.38,1.88,2.88,3.62,3.25,3.12
"17-3027",3.05394594594595,1.62333333333333,2.53,2.45291666666667,2,2.65,0.245,3.06,2.75,2.315,3.25,2.685,2.75
"17-3029",3.05878624078624,1.07555555555556,2.31163636363636,2.17272727272727,2.27090909090909,2.17727272727273,0.23,3.25,2.85090909090909,2.50090909090909,3.18181818181818,2.86363636363636,2.92181818181818
"17-3031",2.67762162162162,0.992222222222222,2.0375,2.23916666666667,1.515,1.82,0.49,3,2.44,2.25,3,2.315,2.815
"19-1011",3.36945945945946,0.542222222222222,0.887,2.0325,2.59,2,0.07,1.5,0.12,2.88,3.5,3,3.38
"19-1012",3.22372972972973,0.447777777777778,1.889,1.93666666666667,1.76,1.69,0.52,3,1.75,3.5,3.62,3.5,3.38
"19-1013",3.19821621621622,0.997777777777778,1.448,2.11333333333333,2.33,1.7,0.15,2.62,1.88,2.62,4.12,3.12,3
"19-1020",3.25,0.846666666666667,1.324,2.16666666666667,2.16,1.85,0.12,2.62,2,2.62,3.88,2.88,3.12
"19-1021",3.18967567567568,0.305555555555556,1.639,2.11333333333333,1.77,1.59,0,2.88,2.38,2.38,4.62,3.25,3.5
"19-1022",3.14308108108108,0.513333333333333,2.163,2.0425,1.74,1.22,0.13,3.62,2.88,2.75,4.62,2.75,3.25
"19-1023",3.11756756756757,1.44333333333333,1.813,2.405,2.28,1.81,0.13,2.5,1.88,3,3.12,3,3.12
"19-1029",3.03234234234234,0.25962962962963,1.229,1.975,2.53333333333333,1.21333333333333,0.676666666666667,2.75,1.87666666666667,2.87333333333333,4.33333333333333,3.16666666666667,3.58333333333333
"19-1031",3.10612612612613,1.52962962962963,1.85966666666667,2.46555555555556,2.69666666666667,1.82666666666667,0.943333333333333,2.12666666666667,1.92,3.08333333333333,3.67,3.33666666666667,3.46
"19-1032",3.13091891891892,1.94333333333333,2.063,2.55166666666667,2.88,1.62,0.33,2,2.12,3.75,4,3.38,3.38
"19-1041",2.96578378378378,0.153333333333333,0.236,1.68916666666667,1.9,1.13,0.07,1.62,0.12,3.25,3.88,3.5,3.88
"19-1042",3.1567027027027,0.0133333333333333,0.811,1.9575,3.52,1.67,0.03,2.62,1.62,2.88,3.88,3.38,3.38
"19-2011",2.94021621621622,0.0133333333333333,0.2,1.9275,1.39,1.41,0.09,2,0,2.75,4,2.75,3.25
"19-2012",3.25508108108108,0.0422222222222222,0.439,2.315,1.83,1.73,0.09,2.5,0.38,2.88,5.5,3.75,3.25
"19-2021",2.9072972972973,0.125555555555556,0.401,1.87416666666667,2.05,1.35,0.2,1.25,0.88,2.88,3,3.12,3.25
"19-2031",3.01194594594595,0.916666666666667,1.861,2.16583333333333,2.1,1.42,0.03,3.12,2.5,2.38,3.5,2.62,2.88
"19-2032",3.18297297297297,0.0277777777777778,1.387,1.88583333333333,1.91,1.62,0.13,2.12,1.88,2.88,4,3.12,3
"19-2041",3.00031081081081,0.378888888888889,0.85325,2.03229166666667,1.7925,1.2475,0.28,1.56,0.845,2.94,3.685,3.375,3.375
"19-2042",3.18751351351351,0.833333333333333,1.45,2.17666666666667,2.32,1.92,1,2.12,1.38,2.88,3.25,3.38,2.88
"19-2043",3.19616216216216,1.15222222222222,1.236,1.99083333333333,1.86,1.7,0.26,2.25,1.62,3,4.12,3.25,3
"19-2099",2.90908108108108,0.18,0.814,1.81333333333333,1.64,1.29,0.32,2.38,1.88,2.75,3.62,2.88,3
"19-3011",2.6902972972973,0.0422222222222222,0.125,1.53625,0.915,1.065,0.21,1.065,0,2.875,3.56,3.56,3.13
"19-3022",2.69454054054054,0.0977777777777778,0.388,1.59333333333333,1.17,1.04,0.17,1.75,0.5,2.75,3.38,3.12,3.25
"19-3031",2.72699099099099,0.0744444444444444,0.162333333333333,1.50416666666667,5.36666666666667,1.14,0.4,1.45666666666667,0,3.46,3.70666666666667,3.83333333333333,5.20666666666667
"19-3032",3.03145945945946,0.0133333333333333,0.175,1.6375,2.64,1.09,0.38,1.75,0,3.38,4,3.88,4.12
"19-3039",3.07659459459459,0.153333333333333,0.689,1.8125,5.69,1.35,0.15,1.88,1.75,3,3.75,3.62,5.38
"19-3041",2.76945945945946,0.0966666666666667,0.075,1.46833333333333,2.68,1.1,0.82,0.5,0,3,3.88,3.12,4.25
"19-3051",3.13924324324324,0.0133333333333333,0.462,1.99916666666667,2.43,1.17,2.11,2.12,0,3.38,4,3.88,3.62
"19-3091",3.13372972972973,0.958333333333333,0.8675,2.04083333333333,2.455,2.22,1.655,2.25,1.435,2.625,3.875,3.06,3.625
"19-3092",2.87810810810811,0.0833333333333333,0.124,1.89583333333333,1.7,1.22,0.73,1.12,0,2.75,3.62,2.75,3.12
"19-3093",2.6592972972973,0.457777777777778,0.388,1.50166666666667,1.73,1.96,3.56,0.5,1,2.25,3.12,3,3.38
"19-3094",2.63908108108108,0.0688888888888889,0.062,1.51,1.87,1.13,0.24,0.5,0,2.75,3.62,3,3.88
"19-3099",2.96086486486486,0.0833333333333333,0.313,1.96833333333333,1.61,1.04,0.38,1.25,0,3,3.75,3.62,3.25
"19-4011",2.88316216216216,1.01388888888889,2.033,2.145,2.54,2.235,0.37,2.94,2.63,2.37,2.69,2.37,3
"19-4021",2.57972972972973,1.05666666666667,2.036,1.935,1.35,1.53,0.1,3,2.75,1.38,3.12,2.12,2.75
"19-4031",2.72486486486486,1.34888888888889,2.399,1.87416666666667,2.88,1.92,0,3.12,2.88,2.62,3,2.25,3
"19-4041",2.70743243243243,1.25833333333333,1.914,2.18333333333333,1.835,1.9,0.245,2.875,2.065,2,2.815,2.37,2.88
"19-4051",3.00486486486487,1.52833333333333,2.382,2.36958333333333,2.71,3.21,0,2.94,2.44,2.435,2.56,2.435,2.63
"19-4061",2.53181081081081,0.111666666666667,0.4125,1.58791666666667,1.445,1.125,0.58,2.19,0.125,2.75,3.19,2.625,2.94
"19-4091",3.20854054054054,1.48444444444444,2.312,2.4875,2.32,2.52,0.18,2.75,2.62,3,3,3.12,3.12
"19-4092",2.97021621621622,1.26333333333333,2.325,2.75916666666667,2.34,2.4,0,3,2.75,2.25,3.38,3.12,3.38
"19-4093",3.21194594594595,2.18222222222222,2.651,2.61583333333333,3.39,2.18,0.35,3,3,2.38,2.88,3.12,3.12
"19-4099",2.82693693693694,0.81962962962963,1.98733333333333,2.02777777777778,1.79666666666667,1.74333333333333,0.163333333333333,2.87666666666667,2.45666666666667,2.62333333333333,3.16666666666667,2.83666666666667,2.91666666666667
"21-1011",2.85162162162162,0.888888888888889,0.463,1.69833333333333,4.92,1.52,1.08,1.25,0,3.12,3.25,3.88,4.88
"21-1012",2.77551351351351,0.862222222222222,0.489,1.58416666666667,5.52,1.09,0.68,1,0.75,3.25,3.75,3.88,5.12
"21-1013",2.76464864864865,0.347777777777778,0.312,1.66666666666667,6.09,1.02,0.36,2.12,0,3.88,3.38,4,5.88
"21-1014",2.77443243243243,0.428888888888889,0.424,1.67583333333333,5.93,1.12,1.01,2.12,0,3.62,4,4.38,5.5
"21-1015",2.56908108108108,1.48666666666667,0.764,1.69916666666667,4.3,1.52,0.21,2.38,0,3.38,3.5,3.75,4.88
"21-1021",2.81405405405405,1.02666666666667,0.897,1.98833333333333,5.34,1.39,0.95,1.25,0.12,4,3.38,3.88,4.62
"21-1022",2.88659459459459,0.945555555555556,0.774,1.77,5.72,2.04,0.12,2.12,0.12,3,3.62,3.62,5.25
"21-1023",2.78697297297297,0.848888888888889,0.488,1.75083333333333,5.33,1.5,0.95,1.75,0,3.88,3.88,4,5.12
"21-1091",2.98135135135135,0.568888888888889,1.025,1.69916666666667,4.65,1.72,0.34,1.88,1.75,3.12,3.38,3.25,3.88
"21-1092",2.66518918918919,1.09666666666667,1.125,1.385,3.4,1.42,0.16,1.5,1,3.38,3.12,3.88,4.5
"21-1093",2.71389189189189,1.19333333333333,1.448,1.98,4.21,1.9,0.39,2.12,1,3,3,3.12,4.38
"21-1094",2.8852972972973,1.23666666666667,2.176,2.1775,4.41,1.96,0.32,3,2.75,3,3,3.75,4.25
"21-2011",2.86632432432432,0.235555555555556,0.561,1.96833333333333,4.9,1.17,2.36,1.25,0.5,3.88,3.75,4.38,5.38
"21-2021",2.87794594594595,0.235555555555556,0.311,1.655,5.04,1.22,2.13,1.25,0.12,2.88,3.25,3.62,4.5
"23-1011",2.88432432432432,0.111111111111111,0.426,1.77166666666667,2.11,1.3,0.46,2,0.38,4.25,3.75,4.5,4
"23-1012",2.16940540540541,0.0277777777777778,0.238,1.64583333333333,1.4,1.05,0,2,0,2.62,2.88,3.5,3.5
"23-1021",2.79113513513514,0.165555555555556,0.487,1.76,2.19,1.17,0.26,2,0.5,3.62,3.12,3.62,3.88
"23-1022",2.43340540540541,0.0277777777777778,0.175,1.55166666666667,3.04,1.04,0.25,1.75,0,5,3.5,4.62,3.75
"23-1023",2.87659459459459,0.293333333333333,0.25,1.57333333333333,2.9,1.38,0.45,1.38,0,4.12,3.12,4.12,4.12
"23-2011",2.29794594594595,0.166666666666667,0.401,1.56166666666667,2.26,1.35,0,1.75,0.5,2.5,2.88,2.88,3.12
"23-2091",2.02810810810811,0.0422222222222222,1.501,1.45916666666667,0.8,1.38,0.04,2.88,2,1.5,0.88,1.25,2.25
"23-2093",2.24335135135135,0.194444444444444,0.412,1.345,1.17,1.31,0,1.38,0.75,2.25,1.88,2.38,2.75
"25-1011",2.74427027027027,0.18,0.175,1.53166666666667,2.68,1.01,0.26,1,0,2.75,3.38,2.88,3.38
"25-1021",2.99335135135135,0.194444444444444,0.337,1.63583333333333,2.93,1.13,0.94,1.62,0.38,2.88,3.62,3,3.75
"25-1022",2.52243243243243,0.153333333333333,0.124,1.4075,3.05,1.14,0.31,0.62,0,2.62,3.5,2.75,3.25
"25-1031",3.17059459459459,0.208888888888889,0.362,1.85416666666667,2.76,1.13,4.46,1.5,0,3,4.12,3,3.62
"25-1032",3.05356756756757,0.111111111111111,0.273,1.9475,2.09,1.24,0.8,1.25,0,3,3.88,2.88,3.5
"25-1041",3.19118918918919,0.821111111111111,1.024,1.6975,3.57,1.34,1,2,1.12,2.62,3.75,2.88,3.38
"25-1042",3.09005405405405,0.18,0.486,1.76166666666667,2.61,1.25,0.66,1.5,1,2.88,3.75,2.88,3.38
"25-1043",3.10362162162162,0.0688888888888889,0.3,1.75,2.54,1.36,0.35,1.5,0,2.88,3.75,3.25,3.5
"25-1051",3.00508108108108,0.194444444444444,0.175,1.77,3.1,1.37,1.16,0.88,0,3,3.88,3,3.62
"25-1052",3.01508108108108,0.194444444444444,0.25,1.78166666666667,3.02,1.27,0.53,1.5,0.5,2.38,3.5,3,3.38
"25-1053",3.05783783783784,0.124444444444444,0.124,1.635,3.36,1.48,1.1,0.62,0,2.88,3.5,3,3.62
"25-1054",2.99248648648649,0.207777777777778,0.713,1.7925,3.6,1.3,0.23,1.88,1.25,2.5,3.5,3,3.12
"25-1061",3.07524324324324,0.152222222222222,0.361,1.60583333333333,3.18,1.25,2.49,1,0.62,3,3.88,3,3.75
"25-1062",2.67524324324324,0.124444444444444,0.075,1.59416666666667,2.73,1.1,2.36,0.75,0,2.38,3.75,3.12,3.5
"25-1063",2.59313513513514,0.138888888888889,0.2,1.76083333333333,2.48,1.02,0.22,1.5,0,2.12,3,2.5,3.5
"25-1064",2.79702702702703,0.194444444444444,0.075,1.58416666666667,3.38,1.26,1.05,0.75,0,3,3.62,3.12,3.25
"25-1065",2.64918918918919,0.152222222222222,0.037,1.4575,2.74,1.16,0.78,0.25,0,2.88,3.25,3.12,3.5
"25-1066",2.9152972972973,0.166666666666667,0.124,1.52083333333333,4.75,1.1,1.34,0.62,0,2.5,3.38,2.88,4.5
"25-1067",2.78016216216216,0.152222222222222,0.1,1.45916666666667,2.63,1.01,1.41,0.62,0,2.75,3.12,2.88,3.88
